313,-2.292328,4.7114716,8.736191
948,-2.2755737,4.7569275,9.183655
1003,-1.5170441,4.675583,8.671585
1056,-1.3663025,4.651642,7.8556366
1113,-1.1437683,4.8717804,8.690735
1171,-0.93559265,5.24028,8.1427765
1229,-0.34457397,4.5966187,8.575882
1287,-0.85902405,4.7449646,9.614365
1349,-0.5647125,4.8598175,8.190628
1403,-1.311264,4.3956146,9.463608
1462,-0.8446655,4.6707916,8.769699
1523,-0.8111725,4.5702972,8.664413
1581,-0.6699829,4.7042847,8.633301
1635,-0.035888672,5.2259216,8.712265
1714,-0.5814514,4.754532,8.970688
1810,-0.7298126,5.2091827,8.776871
1867,-1.4691925,6.5156555,9.0759735
1925,0.14596558,6.9511566,8.896515
1982,1.557724,5.6973114,7.807785
2041,0.22732544,7.326828,6.025131
2098,0.9690857,7.6331024,9.442078
2157,-0.32063293,7.668991,8.707489
2213,0.550354,7.3531494,5.1852417
2271,1.0217285,8.018356,7.1234283
2330,0.7034912,7.0899353,5.166107
2389,-0.5934143,7.073181,5.1972046
2446,2.6249237,7.458435,4.065399
2503,0.77049255,7.7527466,4.68515
2564,3.5389862,7.824524,5.3072815
2621,1.0073853,8.188232,4.187439
2688,0.7034912,8.312668,4.0797577
2802,0.6771698,8.3437805,4.8047943
2915,-0.49531555,8.700302,4.371689
2967,-0.086135864,8.702698,4.256836
3025,0.69869995,8.879761,3.2518463
3084,-1.2969055,8.673981,3.3140564
3140,0.1531372,9.260223,5.8863373
3201,0.4402771,8.989838,4.2065887
3256,0.3756714,9.116653,4.783249
3313,1.2370911,9.1453705,4.0175476
3375,1.4907227,9.054443,4.199402
3430,0.7130585,9.028122,4.197006
3487,0.653244,9.107086,4.3501587
3555,0.4402771,8.910873,4.3980103
3608,0.727417,9.080765,4.1491547
3661,0.5742798,8.922836,3.9433746
3719,0.91645813,8.863022,4.022339
3785,0.5623169,9.020935,4.450653
3841,0.7513428,8.882156,4.5918274
3894,0.35414124,8.829514,4.656433
3950,0.59820557,8.903687,4.823929
4008,0.7130585,8.518448,4.113266
4067,-0.6125641,8.695511,5.4053802
4123,0.122039795,8.767303,5.022537
4189,-0.1986084,8.547165,4.512863
4241,0.5790558,8.626129,4.8957214
4298,0.43310547,8.743378,4.5750732
4356,0.18185425,8.73381,5.065613
4418,0.4091797,8.729019,4.821533
4471,-0.22732544,8.573486,4.268799
4529,0.31585693,8.831909,5.07518
